School,SIS ID,Class,Test 1 Num Correct,Test 1 Num Correct,Test 2 Num Correct,Test 2 Num Incorrect,Test 3 Num Correct,Test 3 Num Incorrect,PAT Reading 2022,PAT Reading 2022 Band,PAT Maths 2022,PAT Maths 2022 Band,PAT Reading 2021,PAT Reading 2021 Band,PAT Maths 2021,PAT Maths 2021 Band,NAPLAN 2023 Reading Score,NAPLAN 2023 Reading Proficiency,NAPLAN 2023 Writing Score,NAPLAN 2023 Writing Proficiency,NAPLAN 2023 Grammar and Punctuation Score,NAPLAN 2023 Grammar and Punctuation Proficiency,NAPLAN 2023 Spelling Score,NAPLAN 2023 Spelling Proficiency,NAPLAN 2023 Numeracy Score,NAPLAN 2023 Numeracy Proficiency,NAPLAN 2021 Reading Score,NAPLAN 2021 Reading Band,NAPLAN 2021 Writing Score,NAPLAN 2021 Writing Band,NAPLAN 2021 Grammar and Punctuation Score,NAPLAN 2021 Grammar and Punctuation Band,NAPLAN 2021 Spelling Score,NAPLAN 2021 Spelling Band,NAPLAN 2021 Numeracy Score,NAPLAN 2021 Numeracy Band
B,685649527,07SCI3,20,1,30,2,36,1,,,,,,,,,511.6,Strong,520.8,Strong,512.7,Developing,563.5,Strong,552,Strong,,,,,,,,,,
B,129085029,07SCI3,21,1,31,0,32,0,,,,,,,,,600.2,Strong,547.1,Strong,635.4,Exceeding,561.9,Strong,552.2,Strong,,,,,,,,,,
B,717443416,07SCI3,38,0,47,1,50,1,135.4,130-139,141.7,135-144,,,,,563.5,Strong,613.1,Strong,594,Strong,612.8,Exceeding,621.3,Strong,,,,,,,,,,
B,811591864,07SCI3,31,1,39,4,46,2,,,,,,,,,613.6,Exceeding,559.9,Strong,471.6,Developing,486.1,Developing,602.5,Strong,,,,,,,,,,
B,529062306,07SCI3,27,0,31,1,39,1,,,,,,,,,518.6,Strong,599.3,Strong,553.6,Strong,618.3,Exceeding,592.7,Strong,,,,,,,,,,
B,138883293,07SCI3,12,1,24,1,29,0,,,,,,,,,506.3,Strong,476.5,Developing,491.5,Developing,521.3,Strong,546.1,Strong,,,,,,,,,,
B,560545256,07SCI3,19,1,24,0,35,0,133.5,130-139,134.8,125-134,121.5,120-129,130,115-124,535.4,Strong,534.2,Strong,521.9,Strong,529.1,Strong,586.3,Strong,551.266,Band 7,510,Band 6,529.081,Band 6,524.671,Band 6,549.87,Band 7
B,854620019,07SCI3,14,0,17,0,23,1,133.2,130-139,124.1,125-134,127.8,120-129,127.3,125-134,527.4,Strong,492,Developing,501.6,Developing,503.3,Strong,545.5,Strong,570.329,Band 7,430.8,Band 5,459.276,Band 5,430.295,Band 5,490.161,Band 6
B,619630253,07SCI3,29,1,45,0,45,1,133.5,130-139,141.6,125-134,132.6,130-139,133.6,125-134,569.5,Strong,520.8,Strong,472.5,Developing,544.5,Strong,651.3,Exceeding,575.237,Band 7,547.4,Band 7,445.842,Band 5,544.281,Band 7,585.091,Band 8
B,418154226,07SCI3,10,0,13,0,35,4,136.8,130-139,128.3,135-144,123.6,120-129,114.1,115-124,519.6,Strong,492,Developing,523.5,Strong,493.9,Developing,474.3,Developing,471.951,Band 5,597.5,Band 8,509.518,Band 6,495.34,Band 6,462.444,Band 5
B,308059983,07SCI3,9,1,12,1,25,7,,,,,,,,,477.2,Developing,460.7,Developing,490.8,Developing,543.7,Strong,600,Strong,,,,,,,,,,
B,461566831,07SCI3,18,2,,,10,0,,,,,,,,,540.9,Strong,547.1,Strong,529.6,Strong,561.7,Strong,573.2,Strong,,,,,,,,,,
B,236196937,07SCI3,22,1,35,0,40,0,,,,,,,,,608.9,Exceeding,572.7,Strong,563.9,Strong,529.1,Strong,539.6,Strong,,,,,,,,,,
B,459890107,07SCI3,19,1,32,2,32,1,,,,,,,,,556.7,Strong,613.1,Strong,585.5,Strong,588.3,Strong,602.4,Strong,,,,,,,,,,
B,340190745,07SCI3,11,2,17,2,,,,,,,,,,,443.9,Developing,460.7,Developing,459.4,Developing,388.3,Needs additional support,532.4,Strong,,,,,,,,,,
B,395705422,07SCI3,14,1,29,0,32,0,,,,,,,,,561.5,Strong,460.7,Developing,479.5,Developing,545.9,Strong,545.9,Strong,,,,,,,,,,
B,956453492,07SCI3,25,8,35,5,28,2,,,,,,,,,539.7,Strong,492,Developing,491,Developing,411,Needs additional support,546.6,Strong,,,,,,,,,,
B,699152836,07SCI3,13,5,28,12,28,18,121.5,120-129,134.8,115-124,119.5,110-119,131.4,115-124,550.1,Strong,547.1,Strong,517.3,Strong,526.8,Strong,586.4,Strong,488.883,Band 6,510,Band 6,495.377,Band 6,530.999,Band 7,551.056,Band 7
B,970393801,07SCI3,26,0,40,0,43,0,,,,,,,,,653.9,Exceeding,585.8,Strong,614.4,Strong,557.7,Strong,644.6,Exceeding,,,,,,,,,,
B,923256865,07SCI3,33,5,39,5,31,1,,,,,,,,,532.6,Strong,444.7,Developing,493.9,Developing,521.4,Strong,493.8,Developing,,,,,,,,,,
B,517235105,07SCI3,15,1,17,2,23,3,107.8,100-109,126.7,105-114,115.5,110-119,118.3,115-124,490.2,Developing,460.7,Developing,487.2,Developing,518.8,Strong,501.6,Strong,453.904,Band 5,458.3,Band 5,447.012,Band 5,478.693,Band 6,454.058,Band 5
B,909971987,07SCI3,17,3,27,0,28,3,,,,,,,,,482.4,Developing,460.7,Developing,422.8,Needs additional support,547.5,Strong,480,Developing,,,,,,,,,,
C,126720623,7ENGED,20,2,23,1,43,4,,,,,,,,,556,Strong,412.4,Needs additional support,525,Strong,519.6,Strong,572.8,Strong,,,,,,,,,,
C,676421951,7ENGED,38,0,31,1,41,1,,,,,,,,,544.1,Strong,585.8,Strong,541.5,Strong,583.4,Strong,584.1,Strong,,,,,,,,,,
C,368169756,7ENGED,25,0,16,1,34,0,131.6,130-139,132.7,125-134,130.1,130-139,134.5,125-134,581.6,Strong,547.1,Strong,627.3,Exceeding,559.2,Strong,595.7,Strong,519.156,Band 6,510,Band 6,595.303,Band 8,479.033,Band 6,550.609,Band 7
C,708045877,7ENGED,26,1,31,2,45,1,127.5,120-129,129.5,125-134,130.1,130-139,134.5,125-134,613,Exceeding,547.1,Strong,654.1,Exceeding,636.2,Exceeding,602.5,Strong,542.702,Band 7,522.5,Band 6,548.539,Band 7,581.858,Band 7,541.176,Band 7
C,400849298,7ENGED,20,1,23,1,22,3,,,,,117,110-119,120.9,115-124,436,Developing,547.1,Strong,465.7,Developing,531.1,Strong,466.9,Developing,538.179,Band 7,547.4,Band 7,542.433,Band 7,529.29,Band 6,480.3,Band 6
C,716009501,7ENGED,41,2,29,1,26,0,,,,,,,,,565.9,Strong,655.1,Exceeding,579.5,Strong,554.8,Strong,521,Strong,,,,,,,,,,
C,719476886,7ENGED,27,0,22,0,26,0,123.4,120-129,131.6,115-124,129.9,120-129,132.3,125-134,516.8,Strong,668.6,Exceeding,564.9,Strong,528.8,Strong,538.6,Strong,534.672,Band 7,484.6,Band 6,497.796,Band 6,476.754,Band 5,515.963,Band 6
C,506114774,7ENGED,38,4,38,1,37,1,,,,,,,,,555.4,Strong,460.7,Developing,629.7,Exceeding,532.3,Strong,654.8,Exceeding,,,,,,,,,,
C,142773484,7ENGED,20,7,43,25,12,0,133.5,130-139,125.7,125-134,130.1,130-139,128.7,125-134,537.3,Strong,613.1,Strong,520.8,Strong,522.7,Strong,529.1,Strong,560.483,Band 7,471.6,Band 5,529.081,Band 6,500.59,Band 6,498.288,Band 6
C,765185713,7ENGED,24,32,21,45,3,4,,,,,,,,,549.9,Strong,395.9,Needs additional support,502.9,Developing,482.9,Developing,580.3,Strong,,,,,,,,,,
C,881375544,7ENGED,25,4,34,4,50,12,133.5,130-139,120.4,125-134,127.8,120-129,124.2,125-134,519.3,Strong,547.1,Strong,516.8,Strong,564.5,Strong,507.6,Strong,542.702,Band 7,471.6,Band 5,543.628,Band 7,488.27,Band 6,437.514,Band 5
C,291305057,7ENGED,43,16,29,41,50,3,135.1,130-139,125.5,135-144,132.6,130-139,131.4,125-134,547.6,Strong,506.7,Developing,546.1,Strong,512.6,Strong,551.8,Strong,550.111,Band 7,510,Band 6,563.78,Band 7,522.822,Band 6,485.999,Band 6
C,309800087,7ENGED,39,4,41,4,50,2,,,,,,,,,551.4,Strong,585.8,Strong,517.2,Strong,552.8,Strong,569.2,Strong,,,,,,,,,,
C,473484647,7ENGED,46,1,37,4,41,1,,,,,,,,,553.8,Strong,572.7,Strong,601.7,Strong,484,Developing,545.5,Strong,,,,,,,,,,
C,449793272,7ENGED,28,2,21,1,28,0,136.3,130-139,125.5,135-144,132.6,130-139,127.3,125-134,574.5,Strong,492,Developing,570.3,Strong,519.9,Strong,559.4,Strong,543.959,Band 7,444.8,Band 5,529.081,Band 6,622.103,Band 8,566.173,Band 7
C,850961729,7ENGED,23,0,15,0,23,0,124.6,120-129,130.1,115-124,117.5,110-119,128.7,115-124,508,Strong,520.8,Strong,518.5,Strong,451.1,Developing,566.8,Strong,522.513,Band 6,458.3,Band 5,580.064,Band 7,563.59,Band 7,566.173,Band 7
C,677075038,7ENGED,35,0,33,0,,,,,,,,,,,644,Exceeding,627.2,Exceeding,576.4,Strong,599,Exceeding,520,Strong,,,,,,,,,,
C,671976532,7ENGED,39,2,40,6,43,7,,,,,,,,,525.7,Strong,559.9,Strong,580.7,Strong,501.9,Strong,582.3,Strong,,,,,,,,,,
C,452460868,7ENGED,36,0,25,1,27,0,129.1,120-129,130.8,125-134,132,130-139,127.6,125-134,602,Strong,547.1,Strong,552.2,Strong,546.7,Strong,594.7,Strong,557.769,Band 7,534.9,Band 7,516.209,Band 6,524.964,Band 6,548.082,Band 7
C,628279291,7ENGED,39,2,40,2,46,3,,,,,,,,,600.7,Strong,534.2,Strong,533.4,Strong,573.3,Strong,538.4,Strong,,,,,,,,,,
C,434673145,7ENGED,37,4,43,8,55,19,127.4,120-129,135,125-134,121.5,120-129,128.7,115-124,541.1,Strong,559.9,Strong,631.5,Exceeding,587,Strong,568.4,Strong,548.048,Band 7,484.6,Band 6,547.63,Band 7,563.882,Band 7,522.424,Band 6
C,685295343,7ENGED,35,1,40,0,48,2,,,,,,,,,530.6,Strong,613.1,Strong,576.8,Strong,621.4,Exceeding,514.9,Strong,,,,,,,,,,
C,626617406,7ENGED,28,0,26,1,27,2,113.8,110-119,125.3,105-114,115.5,110-119,124.8,115-124,420.3,Needs additional support,641.2,Exceeding,596.3,Strong,586.6,Strong,495.5,Developing,496.371,Band 6,471.6,Band 5,526.785,Band 6,541.811,Band 7,513.442,Band 6
C,439411264,7ENGED,23,2,19,5,26,9,125,120-129,131.7,125-134,111.6,110-119,131.4,105-114,515,Strong,520.8,Strong,564.5,Strong,429.2,Needs additional support,565,Strong,451.19,Band 5,430.8,Band 5,514.336,Band 6,408.888,Band 4,558.704,Band 7
C,325870183,7ENGED,44,2,24,2,11,1,128,120-129,118,125-134,123.5,120-129,120.2,115-124,499,Developing,585.8,Strong,516,Strong,563.8,Strong,485.6,Developing,487.914,Band 6,510,Band 6,476.187,Band 5,550.462,Band 7,474.26,Band 5
C,623031164,7ENGED,37,2,29,0,39,0,133.5,130-139,137.5,125-134,131,130-139,126,125-134,565.9,Strong,559.9,Strong,534.8,Strong,561.2,Strong,559.1,Strong,535.819,Band 7,510,Band 6,516.209,Band 6,565.63,Band 7,512.254,Band 6
C,558628085,7ENGED,32,1,31,0,41,1,,,,,,,,,534.9,Strong,655.1,Exceeding,574.5,Strong,572.7,Strong,527,Strong,,,,,,,,,,
C,762755064,7ENGED,37,2,38,2,42,1,131.6,130-139,134.8,125-134,127.3,120-129,133.6,125-134,570,Strong,599.3,Strong,580,Strong,556,Strong,612.4,Strong,534.634,Band 7,510,Band 6,563.78,Band 7,595.711,Band 8,562.414,Band 7
C,578699755,7ENGED,19,1,17,1,11,1,,,,,,,,,473.9,Developing,506.7,Developing,429.4,Needs additional support,452.2,Developing,423.5,Needs additional support,,,,,,,,,,
C,535000329,7ENGPY,18,1,23,0,39,0,126.7,120-129,125.3,125-134,138.1,130-139,130,135-144,594.9,Strong,492,Developing,602,Strong,511.9,Strong,520.8,Strong,543.459,Band 7,522.5,Band 6,563.78,Band 7,434.921,Band 5,466.804,Band 5
C,867392678,7ENGPY,24,1,22,2,38,1,,,,,,,,,609.2,Exceeding,534.2,Strong,503.6,Developing,484,Developing,530,Strong,,,,,,,,,,
C,839295747,7ENGPY,29,2,26,3,36,3,120.7,120-129,132.3,115-124,127.8,120-129,127.3,125-134,554,Strong,585.8,Strong,645.5,Exceeding,573.4,Strong,562.9,Strong,496.371,Band 6,522.5,Band 6,529.081,Band 6,584.496,Band 8,495.704,Band 6
C,470381208,7ENGPY,14,1,11,1,22,0,,,,,,,,,522.8,Strong,559.9,Strong,517.2,Strong,536.9,Strong,531,Strong,,,,,,,,,,
C,930384572,7ENGPY,19,1,34,0,39,3,124.7,120-129,120.4,115-124,124.9,120-129,125.1,115-124,535.2,Strong,655.1,Exceeding,506.7,Developing,638,Exceeding,520.3,Strong,526.253,Band 6,534.9,Band 7,495.377,Band 6,613.921,Band 8,413.879,Band 4
C,789999206,7ENGPY,20,3,23,0,30,0,,,,,,,,,578.8,Strong,444.7,Developing,488.6,Developing,542.5,Strong,563,Strong,,,,,,,,,,
C,559988894,7ENGPY,10,1,21,0,,,131.6,130-139,119.2,125-134,127.8,120-129,124.8,125-134,497.5,Developing,534.2,Strong,493.1,Developing,485.1,Developing,444.9,Developing,540.251,Band 7,471.6,Band 5,478.824,Band 6,524.08,Band 6,460.542,Band 5
C,205532768,7ENGPY,25,0,28,3,38,1,,,,,,,,,483.7,Developing,547.1,Strong,521.1,Strong,500.8,Strong,538.4,Strong,,,,,,,,,,
C,796748333,7ENGPY,20,1,14,0,23,,124.7,120-129,121.7,115-124,123.6,120-129,120.9,115-124,463,Developing,572.7,Strong,488.7,Developing,519.9,Strong,527,Strong,435.011,Band 5,471.6,Band 5,529.081,Band 6,523.791,Band 6,511.942,Band 6
C,120276438,7ENGPY,12,0,21,0,18,2,100.1,100-109,122.8,95-104,115.5,110-119,111.5,115-124,391.1,Needs additional support,547.1,Strong,464.1,Developing,537.8,Strong,433.9,Developing,449.353,Band 5,484.6,Band 6,463.927,Band 5,550.462,Band 7,431.159,Band 5
C,315079705,7ENGPY,24,1,25,3,,,119,110-119,124.1,115-124,117.5,110-119,122.2,115-124,463.9,Developing,534.2,Strong,483.5,Developing,509.7,Strong,519.2,Strong,477.562,Band 5,430.8,Band 5,478.824,Band 6,451.785,Band 5,501.514,Band 6
C,717523058,7ENGPY,8,1,11,2,18,1,124.6,120-129,124.3,115-124,138.1,130-139,119.6,135-144,477.1,Developing,492,Developing,474.8,Developing,501.9,Strong,427.3,Needs additional support,443.902,Band 5,484.6,Band 6,522.89,Band 6,487.499,Band 6,490.161,Band 6
C,364041165,7ENGPY,15,1,21,0,22,1,,,,,,,,,486.5,Developing,347,Needs additional support,479.9,Developing,544.3,Strong,536.9,Strong,,,,,,,,,,
C,634444998,7ENGPY,16,0,15,0,35,0,131.6,130-139,129.8,125-134,123.5,120-129,130,115-124,571.9,Strong,460.7,Developing,496.2,Developing,545.5,Strong,584.9,Strong,524.575,Band 6,497.4,Band 6,564.408,Band 7,500.464,Band 6,499.207,Band 6
C,203543643,7ENGPY,22,0,26,2,33,1,,,,,,,,,526.6,Strong,547.1,Strong,464.4,Developing,514.6,Strong,472.8,Developing,,,,,,,,,,
C,547564215,7ENGPY,18,1,23,1,21,2,126.4,120-129,138.9,125-134,123.5,120-129,128.7,115-124,534.5,Strong,547.1,Strong,582.9,Strong,553.3,Strong,573.8,Strong,490.642,Band 6,572.9,Band 7,526.785,Band 6,524.798,Band 6,515.963,Band 6
C,787027522,7ENGPY,18,0,21,0,33,1,,,,,,,,,547,Strong,613.1,Strong,540.7,Strong,509.8,Strong,486,Developing,,,,,,,,,,
C,848920539,7ENGPY,14,0,19,0,29,0,,,,,,,,,477.5,Developing,506.7,Developing,502.9,Developing,539,Strong,512.1,Strong,,,,,,,,,,
C,330821258,7ENGPY,24,1,27,1,39,0,,,,,,,,,521.8,Strong,547.1,Strong,490.9,Developing,564.2,Strong,495.5,Developing,,,,,,,,,,
C,204828563,7ENGPY,26,1,27,0,26,0,133.4,130-139,143,125-134,138.1,130-139,136.2,135-144,571.4,Strong,506.7,Developing,664.1,Exceeding,550.9,Strong,575,Strong,500.122,Band 6,484.6,Band 6,580.064,Band 7,565.881,Band 7,569.214,Band 7
C,705614748,7ENGPY,18,0,23,0,39,0,,,,,130.1,130-139,114.1,125-134,555.3,Strong,506.7,Developing,503.2,Developing,581,Strong,488.1,Developing,600.039,Band 8,547.4,Band 7,580.064,Band 7,629.953,Band 8,482.225,Band 6
C,568509488,7ENGPY,23,1,25,0,26,0,126.4,120-129,124.3,125-134,132.6,130-139,115.6,125-134,546.3,Strong,559.9,Strong,620.2,Exceeding,547.5,Strong,492.6,Developing,532.672,Band 7,430.8,Band 5,540.606,Band 7,541.216,Band 7,472.209,Band 5
C,200826427,7ENGPY,13,0,16,0,21,1,116.8,110-119,133.1,115-124,119,110-119,127.7,115-124,463.4,Developing,534.2,Strong,464.1,Developing,497.4,Strong,575.2,Strong,490.62,Band 6,471.6,Band 5,490.692,Band 6,500.59,Band 6,497.593,Band 6
C,751598789,7ENGPY,19,1,23,0,35,2,129.6,120-129,130,125-134,121.5,120-129,120.2,115-124,561.5,Strong,492,Developing,505.3,Developing,538.1,Strong,506,Strong,492.324,Band 6,416.3,Band 4,493.999,Band 6,503.792,Band 6,507.252,Band 6
C,510346391,7ENGPY,,,17,3,32,3,134.5,130-139,124.3,125-134,117.5,110-119,111,115-124,509.3,Strong,547.1,Strong,478.7,Developing,514.6,Strong,501.5,Strong,499.388,Band 6,444.8,Band 5,547.63,Band 7,544.281,Band 7,475.84,Band 5
C,856938713,7ENGPY,18,1,,,,,122.1,120-129,128.8,115-124,121.5,120-129,128.7,115-124,477.8,Developing,520.8,Strong,476.6,Developing,486.1,Developing,525.4,Strong,459.48,Band 5,458.3,Band 5,499.142,Band 6,471.091,Band 5,506.33,Band 6
C,932475647,7ENGPY,15,3,14,0,22,0,,,,,,,,,506.6,Strong,460.7,Developing,527.9,Strong,529.9,Strong,562.3,Strong,,,,,,,,,,
C,535000329,7GEOPY,19,3,41,0,33,0,126.7,120-129,125.3,125-134,138.1,130-139,130,135-144,594.9,Strong,492,Developing,602,Strong,511.9,Strong,520.8,Strong,543.459,Band 7,522.5,Band 6,563.78,Band 7,434.921,Band 5,466.804,Band 5
C,867392678,7GEOPY,21,3,34,1,25,1,,,,,,,,,609.2,Exceeding,534.2,Strong,503.6,Developing,484,Developing,530,Strong,,,,,,,,,,
C,839295747,7GEOPY,33,6,50,2,54,1,120.7,120-129,132.3,115-124,127.8,120-129,127.3,125-134,554,Strong,585.8,Strong,645.5,Exceeding,573.4,Strong,562.9,Strong,496.371,Band 6,522.5,Band 6,529.081,Band 6,584.496,Band 8,495.704,Band 6
C,470381208,7GEOPY,5,7,15,4,27,1,,,,,,,,,522.8,Strong,559.9,Strong,517.2,Strong,536.9,Strong,531,Strong,,,,,,,,,,
C,930384572,7GEOPY,28,3,45,1,48,1,124.7,120-129,120.4,115-124,124.9,120-129,125.1,115-124,535.2,Strong,655.1,Exceeding,506.7,Developing,638,Exceeding,520.3,Strong,526.253,Band 6,534.9,Band 7,495.377,Band 6,613.921,Band 8,413.879,Band 4
C,789999206,7GEOPY,24,1,28,0,33,0,,,,,,,,,578.8,Strong,444.7,Developing,488.6,Developing,542.5,Strong,563,Strong,,,,,,,,,,
C,559988894,7GEOPY,23,1,27,1,,,131.6,130-139,119.2,125-134,127.8,120-129,124.8,125-134,497.5,Developing,534.2,Strong,493.1,Developing,485.1,Developing,444.9,Developing,540.251,Band 7,471.6,Band 5,478.824,Band 6,524.08,Band 6,460.542,Band 5
C,205532768,7GEOPY,21,8,42,2,40,2,,,,,,,,,483.7,Developing,547.1,Strong,521.1,Strong,500.8,Strong,538.4,Strong,,,,,,,,,,
C,796748333,7GEOPY,17,2,13,25,5,0,124.7,120-129,121.7,115-124,123.6,120-129,120.9,115-124,463,Developing,572.7,Strong,488.7,Developing,519.9,Strong,527,Strong,435.011,Band 5,471.6,Band 5,529.081,Band 6,523.791,Band 6,511.942,Band 6
C,120276438,7GEOPY,19,4,21,5,25,1,100.1,100-109,122.8,95-104,115.5,110-119,111.5,115-124,391.1,Needs additional support,547.1,Strong,464.1,Developing,537.8,Strong,433.9,Developing,449.353,Band 5,484.6,Band 6,463.927,Band 5,550.462,Band 7,431.159,Band 5
C,315079705,7GEOPY,29,7,26,2,31,6,119,110-119,124.1,115-124,117.5,110-119,122.2,115-124,463.9,Developing,534.2,Strong,483.5,Developing,509.7,Strong,519.2,Strong,477.562,Band 5,430.8,Band 5,478.824,Band 6,451.785,Band 5,501.514,Band 6
C,717523058,7GEOPY,8,6,17,0,10,1,124.6,120-129,124.3,115-124,138.1,130-139,119.6,135-144,477.1,Developing,492,Developing,474.8,Developing,501.9,Strong,427.3,Needs additional support,443.902,Band 5,484.6,Band 6,522.89,Band 6,487.499,Band 6,490.161,Band 6
C,364041165,7GEOPY,16,3,24,0,21,0,,,,,,,,,486.5,Developing,347,Needs additional support,479.9,Developing,544.3,Strong,536.9,Strong,,,,,,,,,,
C,634444998,7GEOPY,20,4,46,0,35,1,131.6,130-139,129.8,125-134,123.5,120-129,130,115-124,571.9,Strong,460.7,Developing,496.2,Developing,545.5,Strong,584.9,Strong,524.575,Band 6,497.4,Band 6,564.408,Band 7,500.464,Band 6,499.207,Band 6
C,203543643,7GEOPY,32,8,41,0,33,0,,,,,,,,,526.6,Strong,547.1,Strong,464.4,Developing,514.6,Strong,472.8,Developing,,,,,,,,,,
C,547564215,7GEOPY,19,4,30,1,30,3,126.4,120-129,138.9,125-134,123.5,120-129,128.7,115-124,534.5,Strong,547.1,Strong,582.9,Strong,553.3,Strong,573.8,Strong,490.642,Band 6,572.9,Band 7,526.785,Band 6,524.798,Band 6,515.963,Band 6
C,787027522,7GEOPY,12,2,28,0,28,0,,,,,,,,,547,Strong,613.1,Strong,540.7,Strong,509.8,Strong,486,Developing,,,,,,,,,,
C,848920539,7GEOPY,13,1,,,28,0,,,,,,,,,477.5,Developing,506.7,Developing,502.9,Developing,539,Strong,512.1,Strong,,,,,,,,,,
C,330821258,7GEOPY,38,2,17,0,25,0,,,,,,,,,521.8,Strong,547.1,Strong,490.9,Developing,564.2,Strong,495.5,Developing,,,,,,,,,,
C,204828563,7GEOPY,23,0,33,0,30,0,133.4,130-139,143,125-134,138.1,130-139,136.2,135-144,571.4,Strong,506.7,Developing,664.1,Exceeding,550.9,Strong,575,Strong,500.122,Band 6,484.6,Band 6,580.064,Band 7,565.881,Band 7,569.214,Band 7
C,705614748,7GEOPY,23,1,41,0,41,0,,,,,130.1,130-139,114.1,125-134,555.3,Strong,506.7,Developing,503.2,Developing,581,Strong,488.1,Developing,600.039,Band 8,547.4,Band 7,580.064,Band 7,629.953,Band 8,482.225,Band 6
C,568509488,7GEOPY,21,0,23,0,25,0,126.4,120-129,124.3,125-134,132.6,130-139,115.6,125-134,546.3,Strong,559.9,Strong,620.2,Exceeding,547.5,Strong,492.6,Developing,532.672,Band 7,430.8,Band 5,540.606,Band 7,541.216,Band 7,472.209,Band 5
C,200826427,7GEOPY,17,2,26,0,29,0,116.8,110-119,133.1,115-124,119,110-119,127.7,115-124,463.4,Developing,534.2,Strong,464.1,Developing,497.4,Strong,575.2,Strong,490.62,Band 6,471.6,Band 5,490.692,Band 6,500.59,Band 6,497.593,Band 6
C,751598789,7GEOPY,24,5,35,6,40,0,129.6,120-129,130,125-134,121.5,120-129,120.2,115-124,561.5,Strong,492,Developing,505.3,Developing,538.1,Strong,506,Strong,492.324,Band 6,416.3,Band 4,493.999,Band 6,503.792,Band 6,507.252,Band 6
C,510346391,7GEOPY,23,10,24,4,32,1,134.5,130-139,124.3,125-134,117.5,110-119,111,115-124,509.3,Strong,547.1,Strong,478.7,Developing,514.6,Strong,501.5,Strong,499.388,Band 6,444.8,Band 5,547.63,Band 7,544.281,Band 7,475.84,Band 5
C,856938713,7GEOPY,20,1,26,2,29,0,122.1,120-129,128.8,115-124,121.5,120-129,128.7,115-124,477.8,Developing,520.8,Strong,476.6,Developing,486.1,Developing,525.4,Strong,459.48,Band 5,458.3,Band 5,499.142,Band 6,471.091,Band 5,506.33,Band 6
C,932475647,7GEOPY,13,1,23,0,20,0,,,,,,,,,506.6,Strong,460.7,Developing,527.9,Strong,529.9,Strong,562.3,Strong,,,,,,,,,,
C,911107468,7MATWH,16,0,24,0,20,1,124.6,120-129,124.3,115-124,125.7,120-129,127.3,125-134,511.2,Strong,492,Developing,452.3,Developing,530.3,Strong,464.1,Developing,572.585,Band 7,510,Band 6,546.465,Band 7,523.791,Band 6,544.094,Band 7
C,184279774,7MATWH,,,14,0,35,10,126.3,120-129,123.7,125-134,102.1,100-109,115.2,95-104,483.7,Developing,506.7,Developing,502.2,Developing,485.3,Developing,470.9,Developing,467.835,Band 5,471.6,Band 5,431.851,Band 5,458.165,Band 5,445.596,Band 5
C,526828613,7MATWH,13,4,21,5,25,3,98,90-99,119.1,95-104,100.6,100-109,106.3,95-104,415.7,Needs additional support,534.2,Strong,433.3,Needs additional support,482.9,Developing,451.7,Developing,437.075,Band 5,458.3,Band 5,444.739,Band 5,504.09,Band 6,420.001,Band 4
C,713383029,7MATWH,35,0,,,49,0,128.7,120-129,134.5,125-134,130.4,130-139,130,125-134,679.2,Exceeding,559.9,Strong,581.8,Strong,521.3,Strong,565.5,Strong,512.526,Band 6,471.6,Band 5,540.606,Band 7,492.895,Band 6,520.571,Band 6
C,444535072,7MATWH,35,2,36,2,36,3,131.6,130-139,133.6,125-134,127.8,120-129,126,125-134,555.6,Strong,572.7,Strong,552.4,Strong,537.5,Strong,531.8,Strong,493.986,Band 6,510,Band 6,548.416,Band 7,509.982,Band 6,491.443,Band 6
C,415278279,7MATWH,25,0,26,1,39,2,,,,,,,,,531.3,Strong,585.8,Strong,518.2,Strong,530.5,Strong,545.7,Strong,,,,,,,,,,
C,946788554,7MATWH,16,2,,,,,,,,,,,,,521.8,Strong,559.9,Strong,573.3,Strong,577,Strong,543.3,Strong,,,,,,,,,,
C,101172767,7MATWH,15,5,23,0,32,6,,,,,,,,,407.9,Needs additional support,585.8,Strong,449.4,Developing,541.8,Strong,457,Developing,,,,,,,,,,
C,302837722,7MATWH,17,1,22,1,23,2,,,,,,,,,446.1,Developing,492,Developing,507.2,Developing,510.7,Strong,461.7,Developing,,,,,,,,,,
C,501312265,7MATWH,29,0,,,34,1,139.7,130-139,,135-144,132,130-139,124.3,125-134,618.5,Exceeding,559.9,Strong,538.5,Strong,582.1,Strong,501.8,Strong,552.526,Band 7,522.5,Band 6,506.98,Band 6,560.996,Band 7,484.396,Band 6
C,532494885,7MATWH,28,2,27,2,25,0,127.3,120-129,123,125-134,119.5,110-119,117.5,115-124,514.5,Strong,572.7,Strong,505.4,Developing,534.8,Strong,507.7,Strong,501.805,Band 6,471.6,Band 5,465.921,Band 5,511.439,Band 6,465.253,Band 5
C,167900305,7MATWH,16,0,24,0,8,0,113.8,110-119,114,105-114,105.3,100-109,102.9,105-114,400,Needs additional support,520.8,Strong,392.3,Needs additional support,486,Developing,391.8,Needs additional support,426.399,Band 5,484.6,Band 6,430.689,Band 5,415.029,Band 4,477.493,Band 5
C,801771032,7MATWH,24,2,34,0,40,0,133.5,130-139,130.2,125-134,132.6,130-139,122.2,125-134,571.3,Strong,668.6,Exceeding,582.9,Strong,527.2,Strong,532.3,Strong,504.613,Band 6,522.5,Band 6,635.484,Band 9,529.29,Band 6,531.229,Band 7
