School,SIS ID,Class,Test 1 Num Correct,Test 1 Num Correct,Test 2 Num Correct,Test 2 Num Incorrect,Test 3 Num Correct,Test 3 Num Incorrect,PAT Reading 2022,PAT Reading 2022 Band,PAT Maths 2022,PAT Maths 2022 Band,PAT Reading 2021,PAT Reading 2021 Band,PAT Maths 2021,PAT Maths 2021 Band,NAPLAN 2023 Reading Score,NAPLAN 2023 Reading Proficiency,NAPLAN 2023 Writing Score,NAPLAN 2023 Writing Proficiency,NAPLAN 2023 Grammar and Punctuation Score,NAPLAN 2023 Grammar and Punctuation Proficiency,NAPLAN 2023 Spelling Score,NAPLAN 2023 Spelling Proficiency,NAPLAN 2023 Numeracy Score,NAPLAN 2023 Numeracy Proficiency,NAPLAN 2021 Reading Score,NAPLAN 2021 Reading Band,NAPLAN 2021 Writing Score,NAPLAN 2021 Writing Band,NAPLAN 2021 Grammar and Punctuation Score,NAPLAN 2021 Grammar and Punctuation Band,NAPLAN 2021 Spelling Score,NAPLAN 2021 Spelling Band,NAPLAN 2021 Numeracy Score,NAPLAN 2021 Numeracy Band
E,306896603,07MAT02,21,1,51,6,52,5,,,,,,,,,474.7,Developing,460.7,Developing,522.3,Strong,483.8,Developing,436.2,Developing,,,,,,,,,,
E,434614088,07MAT02,20,0,29,7,15,27,,,,,,,,,470.2,Developing,506.7,Developing,546,Strong,559.8,Strong,486.6,Developing,,,,,,,,,,
E,820244217,07MAT02,8,3,39,2,43,29,,,,,,,,,373,Needs additional support,534.2,Strong,472.7,Developing,509.9,Strong,446.6,Developing,,,,,,,,,,
E,344246187,07MAT02,23,0,60,1,39,2,,,144.2,,130.8,130-139,135.2,125-134,570.8,Strong,585.8,Strong,598.1,Strong,579.1,Strong,572.6,Strong,544.188,Band 7,534.9,Band 7,552.801,Band 7,580.456,Band 7,495.704,Band 6
E,160791918,07MAT02,14,1,50,11,46,25,,,,,,,,,581.8,Strong,492,Developing,563.4,Strong,504.7,Strong,661.4,Exceeding,,,,,,,,,,
E,759153974,07MAT02,20,0,37,1,38,1,,,,,,,,,541.5,Strong,506.7,Developing,547.6,Strong,532.6,Strong,481.1,Developing,,,,,,,,,,
E,401521733,07MAT02,19,2,45,1,44,3,,,132.3,,121.5,120-129,127.3,115-124,522.3,Strong,492,Developing,520.4,Strong,461.4,Developing,554.3,Strong,481.652,Band 6,444.8,Band 5,427.008,Band 5,441.448,Band 5,523.696,Band 6
E,132235235,07MAT02,19,0,51,1,41,2,123.3,120-129,140.4,115-124,128,120-129,135.9,125-134,505.3,Strong,572.7,Strong,505.2,Developing,586.6,Strong,588.8,Strong,501.128,Band 6,497.4,Band 6,561.917,Band 7,628.417,Band 8,530.911,Band 7
E,867484577,07MAT02,,,,,,,,,,,,,,,486.5,Developing,460.7,Developing,478.8,Developing,512.5,Strong,510.7,Strong,,,,,,,,,,
E,840491427,07MAT02,25,2,50,2,25,1,,,,,,,,,591.4,Strong,547.1,Strong,526.7,Strong,512.5,Strong,518.3,Strong,,,,,,,,,,
E,548831548,07MAT03,24,4,32,2,32,5,127.8,120-129,124.1,125-134,131.3,130-139,119.2,125-134,517.1,Strong,492,Developing,520.3,Strong,515.6,Strong,540.4,Strong,477.694,Band 5,471.6,Band 5,477.967,Band 5,433.977,Band 5,498.386,Band 6
E,456519434,07MAT03,22,1,34,0,37,0,111.6,110-119,119.4,105-114,123.5,120-129,117,115-124,472.1,Developing,520.8,Strong,474.8,Developing,554.7,Strong,512.4,Strong,534.672,Band 7,510,Band 6,462.341,Band 5,559.953,Band 7,480.596,Band 6
E,170005406,07MAT03,26,0,33,0,34,1,131.3,130-139,130.9,125-134,125.7,120-129,132.9,125-134,562.7,Strong,520.8,Strong,563.4,Strong,584.6,Strong,552.5,Strong,506.97,Band 6,522.5,Band 6,525.204,Band 6,561.169,Band 7,548.684,Band 7
E,699090385,07MAT03,,,29,0,36,0,133.2,130-139,127.7,125-134,127.8,120-129,119.6,125-134,591.2,Strong,534.2,Strong,533.7,Strong,573.3,Strong,526.2,Strong,562.37,Band 7,534.9,Band 7,495.377,Band 6,605.537,Band 8,478.795,Band 6
E,575770998,07MAT03,30,1,37,0,35,1,135,130-139,141.7,135-144,133.2,130-139,136.1,125-134,601.6,Strong,547.1,Strong,568.4,Strong,583.5,Strong,602.4,Strong,529.303,Band 6,522.5,Band 6,461.072,Band 5,547.84,Band 7,515.521,Band 6
E,805714391,07MAT03,26,1,33,0,31,1,126.1,120-129,134,125-134,125,120-129,132.7,125-134,536.1,Strong,506.7,Developing,583.6,Strong,551.6,Strong,612.8,Strong,522.017,Band 6,510,Band 6,529.853,Band 6,479.033,Band 6,522.816,Band 6
E,699303969,07MAT03,25,6,34,2,31,3,,,,,,,,,477.9,Developing,559.9,Strong,491.8,Developing,533.3,Strong,507.5,Strong,,,,,,,,,,
E,166764539,07MAT03,14,3,28,0,30,1,,,,,,,,,556.4,Strong,534.2,Strong,483.5,Developing,500.8,Strong,548.1,Strong,,,,,,,,,,
E,680697583,07MAT03,15,0,14,0,18,0,122.5,120-129,131.9,115-124,120.5,120-129,124.1,115-124,516.1,Strong,476.5,Developing,568.6,Strong,504.1,Strong,582.5,Strong,509.774,Band 6,522.5,Band 6,516.209,Band 6,528.309,Band 6,518.051,Band 6
E,752463112,07MAT03,35,1,39,0,45,0,126.5,120-129,133.7,125-134,124.9,120-129,121.6,115-124,607.8,Exceeding,585.8,Strong,581.4,Strong,535,Strong,500.8,Strong,565.893,Band 7,560.2,Band 7,465.004,Band 5,561.169,Band 7,498.813,Band 6
E,802705068,07MAT03,12,0,18,1,22,0,126.2,120-129,,125-134,128,120-129,121.5,125-134,608.5,Exceeding,559.9,Strong,579.1,Strong,544.9,Strong,527.4,Strong,520.829,Band 6,458.3,Band 5,512.914,Band 6,485.072,Band 6,461.157,Band 5
E,466616436,07MAT03,40,4,44,1,42,4,,,,,,,,,630.4,Exceeding,572.7,Strong,679.6,Exceeding,598.7,Exceeding,602.1,Strong,,,,,,,,,,
E,309424912,07MAT03,14,1,21,0,19,1,118.9,110-119,124.1,115-124,106.1,100-109,120.2,105-114,459.8,Developing,460.7,Developing,490.9,Developing,552.2,Strong,526.2,Strong,414.83,Band 4,458.3,Band 5,448.174,Band 5,573.655,Band 7,456.256,Band 5
E,414510254,07MAT03,35,2,41,0,40,4,122.8,120-129,143,115-124,117.5,110-119,130,115-124,531.3,Strong,547.1,Strong,611.3,Strong,593.1,Strong,586.8,Strong,505.817,Band 6,497.4,Band 6,546.465,Band 7,580.131,Band 7,519.942,Band 6
E,877679884,07MAT03,22,4,31,0,33,1,,,,,,,,,485.5,Developing,506.7,Developing,331.7,Needs additional support,454.2,Developing,498.2,Developing,,,,,,,,,,
E,383960595,07MAT03,25,0,34,0,37,1,129.3,120-129,139.1,125-134,138.1,130-139,140,135-144,543.3,Strong,641.2,Exceeding,623.1,Exceeding,582.1,Strong,602.9,Strong,554.899,Band 7,510,Band 6,683.864,Band 9,538.011,Band 7,559.026,Band 7
E,504395432,07MAT03,26,0,31,0,28,0,138.7,130-139,,135-144,135.2,130-139,122.2,135-144,599.2,Strong,520.8,Strong,476.7,Developing,538,Strong,500.8,Strong,506.988,Band 6,484.6,Band 6,514.336,Band 6,510.549,Band 6,473.639,Band 5
E,745345201,07MAT03,18,2,26,0,21,2,129.2,120-129,136.8,125-134,,,114.1,,474.2,Developing,520.8,Strong,510.5,Developing,528.4,Strong,537.9,Strong,498.074,Band 6,497.4,Band 6,462.341,Band 5,475.216,Band 5,483.651,Band 6
E,336883727,07MAT03,22,1,32,0,37,2,,,,,,,,,483.5,Developing,547.1,Strong,512.6,Developing,537.7,Strong,512,Strong,,,,,,,,,,
E,344803482,07MAT03,22,0,28,0,36,1,120.5,120-129,134.8,115-124,117.5,110-119,122.2,115-124,516.9,Strong,534.2,Strong,543.5,Strong,577,Strong,559.8,Strong,545.357,Band 7,522.5,Band 6,515.205,Band 6,518.173,Band 6,508.665,Band 6
E,324113324,07MAT03,22,1,26,1,28,0,131.6,130-139,128.3,125-134,123.5,120-129,132.9,115-124,548,Strong,520.8,Strong,503.7,Developing,552.2,Strong,520.2,Strong,524.667,Band 6,510,Band 6,473.139,Band 5,476.168,Band 5,496.336,Band 6
E,356090927,07MAT03,20,0,43,0,39,1,,,,,,,,,662.7,Exceeding,547.1,Strong,616.4,Strong,579.8,Strong,623.5,Strong,,,,,,,,,,
E,386521601,07MAT03,29,1,30,0,34,2,137.6,130-139,130.6,135-144,130.1,130-139,136.2,125-134,578,Strong,534.2,Strong,537.9,Strong,615.4,Exceeding,637.1,Exceeding,671.11,Band 9,510,Band 6,526.785,Band 6,574.73,Band 7,567.972,Band 7
E,795369733,07MAT03,28,1,42,0,36,1,118.7,110-119,130.5,115-124,116.7,110-119,127.6,115-124,488.9,Developing,492,Developing,438.1,Needs additional support,495.8,Developing,533.2,Strong,419.1,Band 4,471.6,Band 5,452.91,Band 5,534.888,Band 7,505.706,Band 6
E,586255692,07MAT04,26,1,24,0,20,1,135.2,130-139,134.5,135-144,125.7,120-129,130,125-134,517.1,Strong,547.1,Strong,567.3,Strong,602.3,Exceeding,563.3,Strong,505.973,Band 6,510,Band 6,447.012,Band 5,529.29,Band 6,526.27,Band 6
E,963117576,07MAT04,27,1,30,2,39,0,,,,,,,,,501.1,Strong,476.5,Developing,476.7,Developing,492.3,Developing,507.1,Strong,,,,,,,,,,
E,982861424,07MAT04,28,0,33,0,38,1,,,,,,,,,577,Strong,559.9,Strong,489.5,Developing,589.9,Strong,680.7,Exceeding,,,,,,,,,,
E,581432657,07MAT04,29,1,47,0,40,0,128,120-129,134.4,125-134,134.8,130-139,130.6,125-134,593.9,Strong,599.3,Strong,522.2,Strong,676,Exceeding,638.3,Exceeding,593.258,Band 8,585.4,Band 8,584.101,Band 8,628.417,Band 8,573.87,Band 7
E,172648438,07MAT04,21,2,36,0,38,0,123.5,120-129,126.5,115-124,121.5,120-129,131.4,115-124,522.2,Strong,492,Developing,531.4,Strong,540.3,Strong,502.5,Strong,447.387,Band 5,497.4,Band 6,499.142,Band 6,508.698,Band 6,497.196,Band 6
E,951495115,07MAT04,39,5,48,4,42,7,115.5,110-119,118.9,115-124,113.6,110-119,117,105-114,533.2,Strong,476.5,Developing,491.2,Developing,500.8,Strong,498.5,Developing,497.745,Band 6,510,Band 6,488.885,Band 6,534.675,Band 7,449.858,Band 5
E,408085976,07MAT04,35,4,37,1,41,2,136.3,130-139,137.3,135-144,116.7,110-119,123.1,115-124,512.1,Strong,559.9,Strong,505.3,Developing,583.5,Strong,565.4,Strong,514.642,Band 6,572.9,Band 7,472.385,Band 5,524.953,Band 6,473.746,Band 5
E,885119414,07MAT04,28,0,30,0,39,1,133,130-139,124.1,125-134,119.5,110-119,107.4,115-124,547,Strong,534.2,Strong,548.7,Strong,553.9,Strong,461.2,Developing,502.608,Band 6,522.5,Band 6,515.07,Band 6,531.766,Band 7,431.159,Band 5
E,932426244,07MAT04,37,0,40,0,41,0,129.1,120-129,126.5,125-134,135.2,130-139,124.8,135-144,535,Strong,534.2,Strong,588.6,Strong,567.3,Strong,645.6,Exceeding,564.119,Band 7,547.4,Band 7,490.155,Band 6,545.665,Band 7,540.488,Band 7
E,587328963,07MAT04,31,2,,,41,2,,,,,,,,,536.8,Strong,547.1,Strong,566.7,Strong,575.9,Strong,589.4,Strong,,,,,,,,,,
E,442042601,07MAT04,54,1,53,1,58,1,,,,,,,,,502.7,Strong,520.8,Strong,517.2,Strong,610.4,Exceeding,519.2,Strong,,,,,,,,,,
E,604152048,07MAT04,12,1,21,0,24,0,92,90-99,99.6,85-94,89.4,80-89,110.5,85-94,381.3,Needs additional support,395.9,Needs additional support,355.2,Needs additional support,435.6,Developing,433.5,Developing,377.227,Band 4,386.7,Band 4,381.359,Band 4,452.267,Band 5,373.765,Band 3
E,688662065,07MAT04,40,3,52,4,55,0,,,,,,,,,443.8,Developing,534.2,Strong,506.7,Developing,511.9,Strong,485.8,Developing,,,,,,,,,,
E,172082163,07MAT04,24,1,23,2,32,1,122.8,120-129,130,115-124,119.5,110-119,122.2,115-124,471.6,Developing,547.1,Strong,453,Developing,472.8,Developing,506.3,Strong,407.465,Band 4,458.3,Band 5,445.842,Band 5,446.46,Band 5,480.16,Band 6
E,829861404,07MAT04,34,1,39,1,38,3,135.4,130-139,126.5,135-144,121.5,120-129,122.2,115-124,520.1,Strong,506.7,Developing,582.9,Strong,514,Strong,526.7,Strong,,,,,,,,,,
E,172218157,07MAT04,31,0,29,1,32,1,131.7,130-139,130,125-134,127.8,120-129,126,125-134,530.1,Strong,572.7,Strong,582.8,Strong,549.4,Strong,547.4,Strong,510.369,Band 6,609,Band 8,529.853,Band 6,506.045,Band 6,536.456,Band 7
E,914035187,07MAT04,37,0,40,3,46,0,128.7,120-129,141.6,125-134,125.7,120-129,130,125-134,497.6,Developing,547.1,Strong,518.5,Strong,558.3,Strong,588.8,Strong,520.03,Band 6,401.5,Band 4,527.334,Band 6,573.653,Band 7,510.727,Band 6
E,729592184,07MAT04,28,0,46,0,23,1,115.7,110-119,129.7,115-124,116.6,110-119,132.9,115-124,502.6,Strong,506.7,Developing,549.4,Strong,582.1,Strong,529.1,Strong,500.061,Band 6,497.4,Band 6,516.209,Band 6,560.671,Band 7,522.816,Band 6
E,754820289,07MAT04,35,3,45,7,56,4,122.8,120-129,132.3,115-124,121.5,120-129,124.8,115-124,506.6,Strong,476.5,Developing,543.7,Strong,537.4,Strong,533.3,Strong,406.833,Band 4,497.4,Band 6,445.905,Band 5,523.509,Band 6,511.942,Band 6
E,990375181,07MAT04,,,43,0,50,1,131.3,130-139,135.7,125-134,123.5,120-129,138,115-124,542.6,Strong,559.9,Strong,602.6,Strong,552.8,Strong,629.8,Strong,564.119,Band 7,560.2,Band 7,531.916,Band 7,525.286,Band 6,544.767,Band 7
E,345703486,07MAT04,24,1,36,1,34,4,,,,,,,,,529.1,Strong,506.7,Developing,512.9,Developing,564.5,Strong,591.6,Strong,,,,,,,,,,
E,483750927,07MAT04,,,,,,,98.6,90-99,113.1,95-104,111.8,110-119,111.3,105-114,421.3,Needs additional support,379.3,Needs additional support,418.7,Needs additional support,377.5,Needs additional support,392.6,Needs additional support,401.071,Band 4,288.9,Band 2,359.812,Band 3,366.343,Band 3,408.58,Band 4
E,388796021,07MAT04,45,0,39,2,38,2,,,,,,,,,557.9,Strong,585.8,Strong,560.5,Strong,557.7,Strong,584.9,Strong,,,,,,,,,,
E,438127711,07MAT04,31,3,42,1,39,2,,,,,,,,,484.4,Developing,585.8,Strong,548,Strong,610.5,Exceeding,552.2,Strong,,,,,,,,,,
E,470151545,07MAT04,17,0,35,0,,,126.7,120-129,135,125-134,115.5,110-119,120.4,115-124,500.4,Strong,559.9,Strong,449.2,Developing,493,Developing,540.6,Strong,537.926,Band 7,471.6,Band 5,449.175,Band 5,546.627,Band 7,495.972,Band 6
E,868526277,07MAT04,25,1,23,4,20,1,109,100-109,134.8,105-114,113.8,110-119,133.6,105-114,527,Strong,559.9,Strong,540.9,Strong,552.2,Strong,573.2,Strong,479.788,Band 6,484.6,Band 6,495.377,Band 6,568.25,Band 7,477.293,Band 5
E,249362245,07REL01,38,0,47,0,53,1,132.7,130-139,136.5,125-134,138.5,130-139,142.2,135-144,604,Exceeding,585.8,Strong,604.6,Strong,566.9,Strong,658.3,Exceeding,522.349,Band 6,572.9,Band 7,697.589,Band 10,587.385,Band 8,582.594,Band 8
E,662603666,07REL01,48,0,54,1,51,3,,,,,,,,,638.4,Exceeding,572.7,Strong,550.6,Strong,568.3,Strong,604.4,Strong,,,,,,,,,,
E,790904719,07REL01,40,0,44,3,32,1,139.3,130-139,148.7,135-144,138.5,130-139,143.3,135-144,614.5,Exceeding,572.7,Strong,632.7,Exceeding,635.5,Exceeding,708.8,Exceeding,649.71,Band 9,522.5,Band 6,634.815,Band 9,584.121,Band 8,671.713,Band 9
E,996809653,07REL01,34,0,44,0,41,1,131.9,130-139,156.2,125-134,123.5,120-129,144.6,115-124,540,Strong,534.2,Strong,611.5,Strong,647.9,Exceeding,682.8,Exceeding,461.532,Band 5,534.9,Band 7,600.629,Band 8,603.381,Band 8,748.281,Band 10
E,659422088,07REL01,41,0,50,3,45,0,,,,,,,,,591.5,Strong,559.9,Strong,611.7,Strong,565.9,Strong,596.7,Strong,,,,,,,,,,
E,945500355,07REL01,39,0,51,0,32,0,123.6,120-129,134.9,115-124,123.7,120-129,128.8,115-124,525.8,Strong,585.8,Strong,581.4,Strong,571.7,Strong,601.7,Strong,509.836,Band 6,522.5,Band 6,495.377,Band 6,551.465,Band 7,545.412,Band 7
E,540109271,07REL01,58,0,63,0,53,2,,,,,,,,,624,Exceeding,585.8,Strong,633.4,Exceeding,648.5,Exceeding,691.5,Exceeding,,,,,,,,,,
E,714430223,07REL01,28,0,43,0,35,0,,,,,,,,,655.1,Exceeding,506.7,Developing,720.2,Exceeding,626.4,Exceeding,661.3,Exceeding,,,,,,,,,,
E,467661648,07REL01,55,0,55,0,43,1,130.2,130-139,141.7,125-134,123.5,120-129,138,115-124,549.4,Strong,627.2,Exceeding,555,Strong,550,Strong,592.7,Strong,537.932,Band 7,560.2,Band 7,546.465,Band 7,571.788,Band 7,528.054,Band 6
E,833123677,07REL01,53,0,51,0,53,2,137.6,130-139,143.3,135-144,130.1,130-139,148.3,125-134,531.4,Strong,708.1,Exceeding,602.6,Strong,640.9,Exceeding,702.8,Exceeding,525.283,Band 6,510,Band 6,584.101,Band 8,636.086,Band 9,624.969,Band 8
E,145994089,07REL01,53,0,43,0,26,1,,,,,,,,,602.8,Strong,613.1,Strong,632.9,Exceeding,648.9,Exceeding,631.8,Strong,,,,,,,,,,
E,972167933,07REL01,34,0,39,1,37,5,126.2,120-129,146.3,125-134,128,120-129,140.6,125-134,593.4,Strong,534.2,Strong,576.7,Strong,509.8,Strong,691.1,Exceeding,558.304,Band 7,534.9,Band 7,531.916,Band 7,518.107,Band 6,616.425,Band 8
E,692599984,07REL01,50,2,55,1,,,127.8,120-129,135.5,125-134,122.1,120-129,137.1,115-124,511.6,Strong,585.8,Strong,589.5,Strong,609.8,Exceeding,629.5,Strong,554.292,Band 7,497.4,Band 6,599.714,Band 8,645.287,Band 9,615.542,Band 8
E,830702498,07REL01,40,0,,,37,5,,,,,,,,,562.7,Strong,534.2,Strong,561.5,Strong,514.4,Strong,636.9,Exceeding,,,,,,,,,,
E,687595301,07REL01,41,0,47,1,42,2,130.5,130-139,132.3,125-134,138.7,130-139,124.9,135-144,632,Exceeding,599.3,Strong,645.6,Exceeding,552.6,Strong,573.2,Strong,602.764,Band 8,560.2,Band 7,548.539,Band 7,499.324,Band 6,508.76,Band 6
E,341373431,07REL01,38,0,51,0,46,2,138.7,130-139,148.1,135-144,130.1,130-139,161,125-134,618.6,Exceeding,572.7,Strong,604.6,Strong,571.4,Strong,692.1,Exceeding,569.163,Band 7,547.4,Band 7,631.7,Band 8,566.669,Band 7,567.972,Band 7
E,216781178,07REL01,43,0,52,0,50,0,140.8,140-149,159.4,135-144,150.4,150 and above,151.3,145-154,654.8,Exceeding,668.6,Exceeding,643.8,Exceeding,671.1,Exceeding,778.7,Exceeding,580.911,Band 7,522.5,Band 6,613.79,Band 8,603.81,Band 8,645.754,Band 9
E,725822115,07REL01,44,1,54,0,54,0,,,,,,,,,607.3,Exceeding,492,Developing,629.1,Exceeding,599.9,Exceeding,546.2,Strong,605.99,Band 8,471.6,Band 5,515.205,Band 6,610.342,Band 8,533.691,Band 7
E,244443244,07REL01,43,0,65,0,55,0,141.6,140-149,141.2,135-144,141.6,140-149,139.6,135-144,653.5,Exceeding,585.8,Strong,556.2,Strong,624.4,Exceeding,641.1,Exceeding,649.929,Band 9,585.4,Band 8,651.365,Band 9,581.248,Band 7,571.823,Band 7
E,379567958,07REL01,56,0,65,0,55,0,140.7,140-149,161.6,135-144,134.8,130-139,146.6,125-134,674.3,Exceeding,695.1,Exceeding,648.5,Exceeding,676.3,Exceeding,681.3,Exceeding,590.369,Band 8,609,Band 8,694.185,Band 10,632.035,Band 8,600.314,Band 8
E,577494006,07REL01,52,0,58,1,44,0,145.1,140-149,143.5,145-154,132,130-139,150.6,125-134,603.2,Exceeding,520.8,Strong,623.1,Exceeding,653,Exceeding,653.3,Exceeding,562.576,Band 7,497.4,Band 6,563.78,Band 7,624.902,Band 8,641.264,Band 9
E,801851879,07REL01,36,0,42,1,36,0,,,,,,,,,648.3,Exceeding,655.1,Exceeding,635.6,Exceeding,614.7,Exceeding,638.3,Exceeding,,,,,,,,,,
E,403401944,07REL01,57,1,53,0,53,0,131,130-139,141.4,125-134,131,130-139,121.2,125-134,604.1,Exceeding,599.3,Strong,634.3,Exceeding,635.4,Exceeding,616.6,Strong,613.427,Band 8,642.7,Band 9,637.113,Band 9,618.775,Band 8,594.724,Band 8
E,284588858,07REL01,44,1,55,0,51,4,140.3,140-149,136,135-144,138.1,130-139,125.5,135-144,636.6,Exceeding,572.7,Strong,563.9,Strong,501.9,Strong,565.9,Strong,576.119,Band 7,444.8,Band 5,545.116,Band 7,447.098,Band 5,530.328,Band 7
E,486924148,07REL01,43,0,,,32,2,150.9,150 and above,147.9,145-154,128.2,120-129,128.8,125-134,622.3,Exceeding,599.3,Strong,557.8,Strong,598.7,Exceeding,576.2,Strong,580.973,Band 7,547.4,Band 7,567.873,Band 7,576.477,Band 7,515.963,Band 6
E,629598789,07REL01,42,3,50,6,38,7,,,,,,,,,511.8,Strong,572.7,Strong,478.9,Developing,523.1,Strong,540,Strong,,,,,,,,,,
E,544534489,07REL01,23,1,32,0,28,1,,,,,,,,,482.2,Developing,559.9,Strong,585.4,Strong,587,Strong,549.8,Strong,,,,,,,,,,
E,181674574,07REL01,35,0,42,0,40,1,127.1,120-129,138.3,125-134,117.5,110-119,134.5,115-124,554.8,Strong,534.2,Strong,548.8,Strong,583.4,Strong,602.8,Strong,500.122,Band 6,510,Band 6,494.162,Band 6,537.628,Band 7,524.871,Band 6
E,495835209,07REL01,35,0,45,0,40,1,122.9,120-129,134.8,115-124,126.4,120-129,133.6,125-134,545.1,Strong,506.7,Developing,529.6,Strong,564.7,Strong,560.5,Strong,563.201,Band 7,547.4,Band 7,490.155,Band 6,535.91,Band 7,560.111,Band 7
E,818760148,07REL01,38,0,43,0,40,1,132.9,130-139,149.6,125-134,131.6,130-139,148.8,125-134,578.1,Strong,627.2,Exceeding,616.9,Strong,637.5,Exceeding,638.5,Exceeding,515.691,Band 6,534.9,Band 7,633.364,Band 8,633.698,Band 8,602.141,Band 8
E,477770639,07REL02,31,0,42,1,40,3,,,,,,,,,511.8,Strong,547.1,Strong,518.2,Strong,489.3,Developing,470,Developing,,,,,,,,,,
E,515923962,07REL02,39,0,48,1,,,,,,,,,,,592.5,Strong,559.9,Strong,501.7,Developing,582.1,Strong,635.6,Exceeding,,,,,,,,,,
E,483393175,07REL02,35,0,36,2,38,1,,,,,,,,,509.7,Strong,572.7,Strong,491.2,Developing,550.4,Strong,553.5,Strong,,,,,,,,,,
E,225233737,07REL02,21,2,33,10,45,4,,,,,,,,,387.9,Needs additional support,476.5,Developing,491.2,Developing,447.3,Developing,489.2,Developing,,,,,,,,,,
E,557419928,07REL02,19,2,38,2,37,5,122,120-129,124.1,115-124,117.5,110-119,112.6,115-124,499.6,Developing,428.6,Needs additional support,460.5,Developing,446.5,Developing,497.8,Developing,490.129,Band 6,386.7,Band 4,422.545,Band 4,429.112,Band 5,473.746,Band 5
E,873259785,07REL02,32,0,33,0,33,1,131.9,130-139,141.1,125-134,128.5,120-129,136,125-134,569.8,Strong,572.7,Strong,633.6,Exceeding,601.3,Exceeding,593.5,Strong,587.127,Band 8,522.5,Band 6,599.714,Band 8,547.093,Band 7,574.724,Band 7
E,892399502,07REL02,37,0,55,1,41,4,137.6,130-139,137.7,135-144,132.6,130-139,124.8,125-134,661.6,Exceeding,599.3,Strong,692,Exceeding,583.7,Strong,631.8,Strong,572.643,Band 7,585.4,Band 8,631.7,Band 8,554.773,Band 7,554.509,Band 7
E,994526812,07REL02,26,0,27,0,28,0,,,,,,,,,456.2,Developing,613.1,Strong,461.3,Developing,569.2,Strong,470.9,Developing,,,,,,,,,,
E,843511969,07REL02,21,32,23,53,15,39,118.9,110-119,132.3,115-124,119.5,110-119,121.5,115-124,469.1,Developing,492,Developing,449.8,Developing,521.5,Strong,569.2,Strong,480.909,Band 6,484.6,Band 6,474.204,Band 5,499.675,Band 6,543.518,Band 7
E,281816512,07REL02,25,0,43,0,39,1,,,,,,,,,550.9,Strong,641.2,Exceeding,547.8,Strong,603,Exceeding,604.7,Strong,,,,,,,,,,
E,690983547,07REL02,47,0,49,4,53,2,110.5,110-119,134.8,105-114,119.5,110-119,131.4,115-124,503.7,Strong,585.8,Strong,596.3,Strong,554.7,Strong,588.7,Strong,499.096,Band 6,497.4,Band 6,476.187,Band 5,553.456,Band 7,530.911,Band 7
E,436954669,07REL02,34,1,35,4,,,126.6,120-129,126.6,125-134,122.1,120-129,121.6,115-124,573.8,Strong,585.8,Strong,446.3,Developing,583.7,Strong,573.3,Strong,523.346,Band 6,484.6,Band 6,449.175,Band 5,533.85,Band 7,505.314,Band 6
E,593788335,07REL02,58,0,56,0,54,1,,,,,,,,,569,Strong,613.1,Strong,561.1,Strong,669.6,Exceeding,507.4,Strong,,,,,,,,,,
E,944595597,07REL02,29,0,35,0,26,0,123.1,120-129,124.3,115-124,123.5,120-129,126,115-124,534.8,Strong,599.3,Strong,534.6,Strong,552.2,Strong,579.8,Strong,509.836,Band 6,497.4,Band 6,448.557,Band 5,544.952,Band 7,513.442,Band 6
E,306896603,07REL02,42,3,41,6,48,7,,,,,,,,,474.7,Developing,460.7,Developing,522.3,Strong,483.8,Developing,436.2,Developing,,,,,,,,,,
E,434614088,07REL02,37,0,14,62,30,25,,,,,,,,,470.2,Developing,506.7,Developing,546,Strong,559.8,Strong,486.6,Developing,,,,,,,,,,
E,820244217,07REL02,18,1,42,32,35,18,,,,,,,,,373,Needs additional support,534.2,Strong,472.7,Developing,509.9,Strong,446.6,Developing,,,,,,,,,,
E,344246187,07REL02,36,0,45,8,47,7,,,144.2,,130.8,130-139,135.2,125-134,570.8,Strong,585.8,Strong,598.1,Strong,579.1,Strong,572.6,Strong,544.188,Band 7,534.9,Band 7,552.801,Band 7,580.456,Band 7,495.704,Band 6
E,160791918,07REL02,29,2,37,21,46,9,,,,,,,,,581.8,Strong,492,Developing,563.4,Strong,504.7,Strong,661.4,Exceeding,,,,,,,,,,
E,759153974,07REL02,28,0,34,0,29,0,,,,,,,,,541.5,Strong,506.7,Developing,547.6,Strong,532.6,Strong,481.1,Developing,,,,,,,,,,
E,401521733,07REL02,33,3,40,3,48,7,,,132.3,,121.5,120-129,127.3,115-124,522.3,Strong,492,Developing,520.4,Strong,461.4,Developing,554.3,Strong,481.652,Band 6,444.8,Band 5,427.008,Band 5,441.448,Band 5,523.696,Band 6
E,132235235,07REL02,38,1,45,4,40,1,123.3,120-129,140.4,115-124,128,120-129,135.9,125-134,505.3,Strong,572.7,Strong,505.2,Developing,586.6,Strong,588.8,Strong,501.128,Band 6,497.4,Band 6,561.917,Band 7,628.417,Band 8,530.911,Band 7
E,867484577,07REL02,,,,,26,0,,,,,,,,,486.5,Developing,460.7,Developing,478.8,Developing,512.5,Strong,510.7,Strong,,,,,,,,,,
E,840491427,07REL02,37,2,37,0,20,2,,,,,,,,,591.4,Strong,547.1,Strong,526.7,Strong,512.5,Strong,518.3,Strong,,,,,,,,,,
